Serial.No.	Content ID	Reaction Type	Datetime	User ID	Content Type	Category	Sentiment	Score
168	e5490118-90d5-4572-ab1c-1fbc87b8d9ca	worried	25-07-20 0:00	583f2bde-886d-4cf3-a5c4-7cb60cd25df3	video	technology	negative	12
169	0bedca96-fb76-4287-a83c-17330ed39cce	adore	13-07-20 2:38	2bd9c167-e06c-47c1-a978-3403d6724606	photo	soccer	positive	72
170	0bedca96-fb76-4287-a83c-17330ed39cce	indifferent	13-01-21 13:11	2bd9c167-e06c-47c1-a978-3403d6724606	photo	soccer	neutral	20
171	0bedca96-fb76-4287-a83c-17330ed39cce	worried	02-01-21 16:46	2bd9c167-e06c-47c1-a978-3403d6724606	photo	soccer	negative	12
172	0bedca96-fb76-4287-a83c-17330ed39cce	intrigued	26-11-20 2:25	2bd9c167-e06c-47c1-a978-3403d6724606	photo	soccer	positive	45
173	0bedca96-fb76-4287-a83c-17330ed39cce	want	25-08-20 19:18	2bd9c167-e06c-47c1-a978-3403d6724606	photo	soccer	positive	70
174	0bedca96-fb76-4287-a83c-17330ed39cce	hate	01-02-21 0:15	2bd9c167-e06c-47c1-a978-3403d6724606	photo	soccer	negative	5
175	0bedca96-fb76-4287-a83c-17330ed39cce	love	04-06-21 14:36	2bd9c167-e06c-47c1-a978-3403d6724606	photo	soccer	positive	65
176	0bedca96-fb76-4287-a83c-17330ed39cce	adore	19-08-20 13:38	2bd9c167-e06c-47c1-a978-3403d6724606	photo	soccer	positive	72
177	0bedca96-fb76-4287-a83c-17330ed39cce	cherish	22-04-21 2:08	2bd9c167-e06c-47c1-a978-3403d6724606	photo	soccer	positive	70
178	0bedca96-fb76-4287-a83c-17330ed39cce	super love	26-06-20 10:33	2bd9c167-e06c-47c1-a978-3403d6724606	photo	soccer	positive	75
179	0bedca96-fb76-4287-a83c-17330ed39cce	like	15-08-20 18:16	2bd9c167-e06c-47c1-a978-3403d6724606	photo	soccer	positive	50
180	0bedca96-fb76-4287-a83c-17330ed39cce	love	26-11-20 13:42	2bd9c167-e06c-47c1-a978-3403d6724606	photo	soccer	positive	65
181	b18cb63f-4c8e-44ee-a47f-541e95191d11	want	14-04-21 0:56	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	70
182	b18cb63f-4c8e-44ee-a47f-541e95191d11	indifferent	21-07-20 21:27	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	neutral	20
183	b18cb63f-4c8e-44ee-a47f-541e95191d11	dislike	29-03-21 6:57	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	10
184	b18cb63f-4c8e-44ee-a47f-541e95191d11	want	20-05-21 16:11	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	70
185	b18cb63f-4c8e-44ee-a47f-541e95191d11	like	02-11-20 6:09	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	50
186	b18cb63f-4c8e-44ee-a47f-541e95191d11	indifferent	24-10-20 15:37	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	neutral	20
187	b18cb63f-4c8e-44ee-a47f-541e95191d11	heart	07-09-20 14:42	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	60
188	b18cb63f-4c8e-44ee-a47f-541e95191d11	scared	04-03-21 2:46	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	15
189	b18cb63f-4c8e-44ee-a47f-541e95191d11	adore	07-01-21 14:08	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	72
190	b18cb63f-4c8e-44ee-a47f-541e95191d11	peeking	06-07-20 11:18	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	neutral	35
191	b18cb63f-4c8e-44ee-a47f-541e95191d11	like	27-03-21 4:56	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	50
192	b18cb63f-4c8e-44ee-a47f-541e95191d11	intrigued	21-11-20 21:25	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	45
193	b18cb63f-4c8e-44ee-a47f-541e95191d11	cherish	22-08-20 1:25	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	70
194	b18cb63f-4c8e-44ee-a47f-541e95191d11	peeking	14-06-21 11:45	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	neutral	35
195	b18cb63f-4c8e-44ee-a47f-541e95191d11	worried	15-07-20 19:28	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	12
196	b18cb63f-4c8e-44ee-a47f-541e95191d11	intrigued	21-03-21 14:39	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	45
197	b18cb63f-4c8e-44ee-a47f-541e95191d11	super love	07-04-21 3:15	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	75
198	b18cb63f-4c8e-44ee-a47f-541e95191d11	cherish	24-04-21 6:56	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	70
199	b18cb63f-4c8e-44ee-a47f-541e95191d11	heart	30-09-20 14:05	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	60
200	b18cb63f-4c8e-44ee-a47f-541e95191d11	heart	19-07-20 19:28	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	60
201	b18cb63f-4c8e-44ee-a47f-541e95191d11	scared	21-01-21 7:08	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	15
202	b18cb63f-4c8e-44ee-a47f-541e95191d11	scared	31-01-21 13:48	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	15
203	b18cb63f-4c8e-44ee-a47f-541e95191d11	hate	24-12-20 3:24	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	5
204	b18cb63f-4c8e-44ee-a47f-541e95191d11	disgust	27-05-21 1:44	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	0
205	b18cb63f-4c8e-44ee-a47f-541e95191d11	disgust	13-02-21 4:14	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	0
206	b18cb63f-4c8e-44ee-a47f-541e95191d11	adore	14-07-20 4:36	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	72
207	b18cb63f-4c8e-44ee-a47f-541e95191d11	dislike	15-07-20 16:03	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	10
208	b18cb63f-4c8e-44ee-a47f-541e95191d11	like	08-10-20 17:23	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	50
209	b18cb63f-4c8e-44ee-a47f-541e95191d11	heart	12-11-20 23:55	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	60
210	b18cb63f-4c8e-44ee-a47f-541e95191d11	want	21-02-21 5:01	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	70
211	b18cb63f-4c8e-44ee-a47f-541e95191d11	intrigued	09-07-20 8:58	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	45
212	b18cb63f-4c8e-44ee-a47f-541e95191d11	adore	26-06-20 23:45	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	72
213	b18cb63f-4c8e-44ee-a47f-541e95191d11	worried	20-11-20 13:18	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	12
214	b18cb63f-4c8e-44ee-a47f-541e95191d11	like	29-05-21 21:34	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	50
215	b18cb63f-4c8e-44ee-a47f-541e95191d11	indifferent	22-02-21 2:48	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	neutral	20
216	b18cb63f-4c8e-44ee-a47f-541e95191d11	scared	07-01-21 18:39	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	15
217	b18cb63f-4c8e-44ee-a47f-541e95191d11	adore	01-10-20 15:10	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	72
218	b18cb63f-4c8e-44ee-a47f-541e95191d11	hate	21-11-20 8:24	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	5
219	b18cb63f-4c8e-44ee-a47f-541e95191d11	scared	15-04-21 13:50	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	15
220	b18cb63f-4c8e-44ee-a47f-541e95191d11	love	30-06-20 1:14	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	65
221	b18cb63f-4c8e-44ee-a47f-541e95191d11	want	01-12-20 15:06	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	positive	70
222	b18cb63f-4c8e-44ee-a47f-541e95191d11	scared	07-11-20 0:47	13f0db8a-152a-496f-a6e8-1ed6a90b8788	photo	public speaking	negative	15
223	5118e9c5-1377-4cc5-a486-65b35b7b7b76	super love	30-06-20 13:08	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	75
224	5118e9c5-1377-4cc5-a486-65b35b7b7b76	heart	04-08-20 3:09	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	60
225	5118e9c5-1377-4cc5-a486-65b35b7b7b76	intrigued	28-07-20 7:01	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	45
226	5118e9c5-1377-4cc5-a486-65b35b7b7b76	super love	25-10-20 2:39	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	75
227	5118e9c5-1377-4cc5-a486-65b35b7b7b76	worried	05-07-20 3:37	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	negative	12
228	5118e9c5-1377-4cc5-a486-65b35b7b7b76	cherish	28-04-21 15:16	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	70
229	5118e9c5-1377-4cc5-a486-65b35b7b7b76	indifferent	31-01-21 0:54	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	neutral	20
230	5118e9c5-1377-4cc5-a486-65b35b7b7b76	adore	29-08-20 11:37	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	72
231	5118e9c5-1377-4cc5-a486-65b35b7b7b76	intrigued	15-10-20 12:09	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	45
232	5118e9c5-1377-4cc5-a486-65b35b7b7b76	love	02-08-20 21:20	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	65
233	5118e9c5-1377-4cc5-a486-65b35b7b7b76	scared	31-10-20 21:46	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	negative	15
234	5118e9c5-1377-4cc5-a486-65b35b7b7b76	heart	12-10-20 9:40	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	60
235	5118e9c5-1377-4cc5-a486-65b35b7b7b76	want	12-12-20 12:22	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	70
236	5118e9c5-1377-4cc5-a486-65b35b7b7b76	like	09-01-21 16:37	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	50
237	5118e9c5-1377-4cc5-a486-65b35b7b7b76	hate	23-08-20 4:39	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	negative	5
238	5118e9c5-1377-4cc5-a486-65b35b7b7b76	love	22-12-20 4:20	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	65
239	5118e9c5-1377-4cc5-a486-65b35b7b7b76	disgust	07-11-20 8:49	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	negative	0
240	5118e9c5-1377-4cc5-a486-65b35b7b7b76	adore	17-04-21 22:45	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	72
241	5118e9c5-1377-4cc5-a486-65b35b7b7b76	scared	21-04-21 0:21	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	negative	15
242	5118e9c5-1377-4cc5-a486-65b35b7b7b76	intrigued	19-07-20 10:33	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	45
243	5118e9c5-1377-4cc5-a486-65b35b7b7b76	intrigued	06-07-20 2:08	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	45
244	5118e9c5-1377-4cc5-a486-65b35b7b7b76	love	26-03-21 5:42	ef56931b-540b-4166-9090-73ae48ac8d97	GIF	science	positive	65
245	0be59876-d70c-486c-8e0b-a06bef7a2cd6	cherish	13-09-20 11:24	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	70
246	0be59876-d70c-486c-8e0b-a06bef7a2cd6	worried	28-01-21 21:06	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	12
247	0be59876-d70c-486c-8e0b-a06bef7a2cd6	indifferent	20-01-21 1:15	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	neutral	20
248	0be59876-d70c-486c-8e0b-a06bef7a2cd6	super love	03-09-20 1:15	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	75
249	0be59876-d70c-486c-8e0b-a06bef7a2cd6	worried	09-01-21 10:46	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	12
250	0be59876-d70c-486c-8e0b-a06bef7a2cd6	indifferent	19-09-20 22:29	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	neutral	20
251	0be59876-d70c-486c-8e0b-a06bef7a2cd6	super love	29-05-21 7:21	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	75
252	0be59876-d70c-486c-8e0b-a06bef7a2cd6	worried	15-05-21 19:04	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	12
253	0be59876-d70c-486c-8e0b-a06bef7a2cd6	intrigued	15-08-20 12:27	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	45
254	0be59876-d70c-486c-8e0b-a06bef7a2cd6	disgust	31-03-21 15:51	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	0
255	0be59876-d70c-486c-8e0b-a06bef7a2cd6	peeking	15-02-21 3:32	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	neutral	35
256	0be59876-d70c-486c-8e0b-a06bef7a2cd6	scared	29-03-21 19:03	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	15
257	0be59876-d70c-486c-8e0b-a06bef7a2cd6	scared	29-07-20 10:40	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	15
258	0be59876-d70c-486c-8e0b-a06bef7a2cd6	hate	08-05-21 13:47	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	5
259	0be59876-d70c-486c-8e0b-a06bef7a2cd6	heart	06-11-20 2:36	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	60
260	0be59876-d70c-486c-8e0b-a06bef7a2cd6	super love	25-07-20 16:31	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	75
261	0be59876-d70c-486c-8e0b-a06bef7a2cd6	worried	04-12-20 0:56	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	12
262	0be59876-d70c-486c-8e0b-a06bef7a2cd6	super love	22-09-20 2:08	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	75
263	0be59876-d70c-486c-8e0b-a06bef7a2cd6	hate	05-07-20 5:50	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	5
264	0be59876-d70c-486c-8e0b-a06bef7a2cd6	want	20-10-20 12:11	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	70
265	0be59876-d70c-486c-8e0b-a06bef7a2cd6	heart	11-01-21 6:02	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	60
266	0be59876-d70c-486c-8e0b-a06bef7a2cd6	want	28-02-21 7:51	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	70
267	0be59876-d70c-486c-8e0b-a06bef7a2cd6	intrigued	06-12-20 13:45	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	45
268	0be59876-d70c-486c-8e0b-a06bef7a2cd6	peeking	05-05-21 9:54	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	neutral	35
269	0be59876-d70c-486c-8e0b-a06bef7a2cd6	interested	27-08-20 18:36	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	30
270	0be59876-d70c-486c-8e0b-a06bef7a2cd6	heart	15-10-20 1:29	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	60
271	0be59876-d70c-486c-8e0b-a06bef7a2cd6	peeking	15-01-21 11:33	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	neutral	35
272	0be59876-d70c-486c-8e0b-a06bef7a2cd6	intrigued	01-03-21 20:26	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	45
273	0be59876-d70c-486c-8e0b-a06bef7a2cd6	peeking	28-11-20 2:11	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	neutral	35
274	0be59876-d70c-486c-8e0b-a06bef7a2cd6	heart	26-06-20 19:05	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	60
275	0be59876-d70c-486c-8e0b-a06bef7a2cd6	cherish	30-12-20 13:37	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	70
276	0be59876-d70c-486c-8e0b-a06bef7a2cd6	super love	14-02-21 21:15	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	75
277	0be59876-d70c-486c-8e0b-a06bef7a2cd6	cherish	27-03-21 20:07	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	70
278	0be59876-d70c-486c-8e0b-a06bef7a2cd6	dislike	23-08-20 7:38	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	10
279	0be59876-d70c-486c-8e0b-a06bef7a2cd6	heart	09-11-20 8:23	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	60
280	0be59876-d70c-486c-8e0b-a06bef7a2cd6	hate	12-05-21 20:45	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	5
281	0be59876-d70c-486c-8e0b-a06bef7a2cd6	hate	15-04-21 13:23	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	5
282	0be59876-d70c-486c-8e0b-a06bef7a2cd6	peeking	16-08-20 22:58	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	neutral	35
283	0be59876-d70c-486c-8e0b-a06bef7a2cd6	disgust	11-09-20 16:22	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	0
284	0be59876-d70c-486c-8e0b-a06bef7a2cd6	intrigued	13-04-21 1:43	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	45
285	0be59876-d70c-486c-8e0b-a06bef7a2cd6	cherish	13-12-20 15:59	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	70
286	0be59876-d70c-486c-8e0b-a06bef7a2cd6	dislike	03-12-20 8:08	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	10
287	0be59876-d70c-486c-8e0b-a06bef7a2cd6	disgust	13-10-20 16:31	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	0
288	0be59876-d70c-486c-8e0b-a06bef7a2cd6	want	04-12-20 10:04	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	positive	70
289	0be59876-d70c-486c-8e0b-a06bef7a2cd6	peeking	25-01-21 11:00	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	neutral	35
290	0be59876-d70c-486c-8e0b-a06bef7a2cd6	hate	04-05-21 19:40	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	5
291	0be59876-d70c-486c-8e0b-a06bef7a2cd6	disgust	23-07-20 19:31	72d2587e-8fae-4626-a73d-352e6465ba0f	GIF	tennis	negative	0
292	81abd65a-3b76-4574-a0a7-db6bf7184ae2	love	06-01-21 6:08	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	65
293	81abd65a-3b76-4574-a0a7-db6bf7184ae2	worried	21-10-20 3:48	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	12
294	81abd65a-3b76-4574-a0a7-db6bf7184ae2	worried	23-02-21 22:36	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	12
295	81abd65a-3b76-4574-a0a7-db6bf7184ae2	super love	26-01-21 1:00	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	75
296	81abd65a-3b76-4574-a0a7-db6bf7184ae2	peeking	18-12-20 14:07	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	neutral	35
297	81abd65a-3b76-4574-a0a7-db6bf7184ae2	indifferent	23-05-21 23:27	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	neutral	20
298	81abd65a-3b76-4574-a0a7-db6bf7184ae2	worried	31-10-20 3:17	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	12
299	81abd65a-3b76-4574-a0a7-db6bf7184ae2	indifferent	20-02-21 20:02	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	neutral	20
300	81abd65a-3b76-4574-a0a7-db6bf7184ae2	super love	28-10-20 13:14	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	75
301	81abd65a-3b76-4574-a0a7-db6bf7184ae2	peeking	30-08-20 0:08	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	neutral	35
302	81abd65a-3b76-4574-a0a7-db6bf7184ae2	disgust	08-12-20 13:12	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	0
303	81abd65a-3b76-4574-a0a7-db6bf7184ae2	scared	04-11-20 21:06	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	15
304	81abd65a-3b76-4574-a0a7-db6bf7184ae2	scared	24-08-20 13:48	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	15
305	81abd65a-3b76-4574-a0a7-db6bf7184ae2	disgust	05-01-21 13:15	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	0
306	81abd65a-3b76-4574-a0a7-db6bf7184ae2	adore	28-02-21 9:21	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	72
307	81abd65a-3b76-4574-a0a7-db6bf7184ae2	dislike	22-09-20 4:09	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	10
308	81abd65a-3b76-4574-a0a7-db6bf7184ae2	disgust	08-11-20 2:43	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	0
309	81abd65a-3b76-4574-a0a7-db6bf7184ae2	love	26-10-20 11:48	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	65
310	81abd65a-3b76-4574-a0a7-db6bf7184ae2	heart	04-11-20 14:58	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	60
311	81abd65a-3b76-4574-a0a7-db6bf7184ae2	love	31-05-21 1:24	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	65
312	81abd65a-3b76-4574-a0a7-db6bf7184ae2	peeking	07-03-21 6:31	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	neutral	35
313	81abd65a-3b76-4574-a0a7-db6bf7184ae2	intrigued	17-06-21 23:27	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	45
314	81abd65a-3b76-4574-a0a7-db6bf7184ae2	intrigued	27-07-20 23:54	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	45
315	81abd65a-3b76-4574-a0a7-db6bf7184ae2	disgust	19-04-21 1:45	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	0
316	81abd65a-3b76-4574-a0a7-db6bf7184ae2	like	05-10-20 13:55	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	50
317	81abd65a-3b76-4574-a0a7-db6bf7184ae2	super love	28-09-20 8:49	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	75
318	81abd65a-3b76-4574-a0a7-db6bf7184ae2	dislike	25-02-21 4:02	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	10
319	81abd65a-3b76-4574-a0a7-db6bf7184ae2	heart	24-12-20 22:31	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	60
320	81abd65a-3b76-4574-a0a7-db6bf7184ae2	heart	15-06-21 12:15	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	60
321	81abd65a-3b76-4574-a0a7-db6bf7184ae2	dislike	03-05-21 23:10	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	10
322	81abd65a-3b76-4574-a0a7-db6bf7184ae2	intrigued	12-02-21 4:23	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	45
323	81abd65a-3b76-4574-a0a7-db6bf7184ae2	adore	31-08-20 0:39	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	72
324	81abd65a-3b76-4574-a0a7-db6bf7184ae2	indifferent	11-01-21 8:47	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	neutral	20
325	81abd65a-3b76-4574-a0a7-db6bf7184ae2	super love	02-08-20 20:28	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	75
326	81abd65a-3b76-4574-a0a7-db6bf7184ae2	disgust	18-10-20 12:49	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	0
327	81abd65a-3b76-4574-a0a7-db6bf7184ae2	peeking	28-03-21 8:08	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	neutral	35
328	81abd65a-3b76-4574-a0a7-db6bf7184ae2	super love	11-02-21 4:02	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	75
329	81abd65a-3b76-4574-a0a7-db6bf7184ae2	heart	12-08-20 23:43	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	60
330	81abd65a-3b76-4574-a0a7-db6bf7184ae2	scared	07-01-21 2:48	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	15
331	81abd65a-3b76-4574-a0a7-db6bf7184ae2	interested	27-10-20 3:58	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	30
332	81abd65a-3b76-4574-a0a7-db6bf7184ae2	scared	19-02-21 0:55	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	negative	15
333	81abd65a-3b76-4574-a0a7-db6bf7184ae2	super love	08-06-21 10:45	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	75
334	81abd65a-3b76-4574-a0a7-db6bf7184ae2	like	18-10-20 4:17	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	50
335	81abd65a-3b76-4574-a0a7-db6bf7184ae2	super love	05-11-20 13:54	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	75
336	81abd65a-3b76-4574-a0a7-db6bf7184ae2	intrigued	16-08-20 12:12	4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab	video	food	positive	45
